,index,Episode Number,Key,Collision,Wrong lane change,Avg. distance to lane center,Route completed [%],Max. distance traveled [steps],Avg. speed compliance,Cumulativ reward,agent_id
184,46,46,[861821.],0,26,0,0,400,0.4581619945840134,-52.0,0
185,1178,46,[186832.],1,7,0,0,137,0.8779720214244718,-44.0,1
186,2296,46,[734538.],0,15,0,0,400,0.483004336813491,-30.0,2
187,3428,46,[513589.],0,16,0,0,400,0.4804753608578269,-32.0,3
188,47,47,[861821.],1,3,0,0,136,0.8826758113467219,-36.0,0
189,1179,47,[186832.],0,18,0,0,400,0.464669656316116,-36.0,1
190,2297,47,[734538.],0,15,0,0,400,0.4829092392519071,-30.0,2
191,3429,47,[513589.],0,8,0,0,400,0.4801094215820609,-16.0,3
192,48,48,[861821.],1,3,0,0,205,0.687645416635794,-36.0,0
193,1180,48,[186832.],1,23,0,0,400,0.4634190141939263,-76.0,1
194,2298,48,[734538.],1,5,0,0,150,0.8061376804325869,-40.0,2
195,3430,48,[513589.],1,5,0,0,140,0.8803232835801094,-40.0,3
196,49,49,[861821.],0,19,0,0,400,0.4611565248888624,-38.0,0
197,1181,49,[186832.],1,4,0,0,222,0.6328869196663571,-38.0,1
198,2299,49,[734538.],0,10,0,0,400,0.4623601251003901,-20.0,2
199,3431,49,[513589.],1,5,0,0,109,1.0476973577588409,-40.0,3
200,50,50,[861821.],1,4,0,0,191,0.6990149061119864,-38.0,0
201,1182,50,[186832.],0,12,0,0,400,0.4689471824489993,-24.0,1
202,2300,50,[734538.],1,3,0,0,96,1.2029227779965035,-36.0,2
203,3432,50,[513589.],1,17,0,0,252,0.6153381923304926,-64.0,3
204,51,51,[861821.],1,8,0,0,121,0.9472436692220016,-46.0,0
205,1183,51,[186832.],0,18,0,0,400,0.4613295250534178,-36.0,1
206,2301,51,[734538.],1,15,0,0,214,0.6678855937316067,-60.0,2
207,3433,51,[513589.],1,7,0,0,183,0.754537632932858,-44.0,3
208,52,52,[861821.],0,19,0,0,400,0.4557394209378726,-38.0,0
209,1184,52,[186832.],1,11,0,0,258,0.5737646819264665,-52.0,1
210,2302,52,[734538.],1,14,0,0,309,0.5416014290309252,-58.0,2
211,3434,52,[513589.],0,12,0,0,400,0.4749682375919763,-24.0,3
212,53,53,[861821.],1,15,0,0,196,0.689734331239059,-60.0,0
213,1185,53,[186832.],0,27,0,0,400,0.4648656403195523,-54.0,1
214,2303,53,[734538.],1,3,0,0,120,1.0076843786667211,-36.0,2
215,3435,53,[513589.],1,15,0,0,233,0.6476173255563433,-60.0,3
216,54,54,[861821.],0,22,0,0,400,0.4446475138867612,-44.0,0
217,1186,54,[186832.],1,3,0,0,86,1.1943729455511083,-36.0,1
218,2304,54,[734538.],1,15,0,0,233,0.6442821247130597,-60.0,2
219,3436,54,[513589.],0,14,0,0,400,0.4475023851914608,-28.0,3
220,55,55,[861821.],1,9,0,0,200,0.676647237095751,-48.0,0
221,1187,55,[186832.],0,19,0,0,400,0.4603718750237412,-38.0,1
222,2305,55,[734538.],0,17,0,0,400,0.4766060195150237,-34.0,2
223,3437,55,[513589.],0,21,0,0,400,0.4677172041963919,-42.0,3
224,56,56,[861821.],1,12,0,0,240,0.6010066896777589,-54.0,0
225,1188,56,[186832.],0,23,0,0,400,0.4594711055583353,-46.0,1
226,2306,56,[734538.],1,11,0,0,226,0.6542302171658199,-52.0,2
227,3438,56,[513589.],1,15,0,0,379,0.4796580283390449,-60.0,3
228,57,57,[861821.],1,11,0,0,273,0.5644038250872787,-52.0,0
229,1189,57,[186832.],0,11,0,0,400,0.4642906360695652,-22.0,1
230,2307,57,[734538.],1,3,0,0,236,0.6317476565767047,-36.0,2
231,3439,57,[513589.],1,20,0,0,311,0.5437573965984063,-70.0,3
232,58,58,[861821.],0,22,0,0,400,0.4696458988989684,-44.0,0
233,1190,58,[186832.],0,11,0,0,400,0.4542782601720997,-22.0,1
234,2308,58,[734538.],0,16,0,0,400,0.4722531216976283,-32.0,2
235,3440,58,[513589.],1,6,0,0,275,0.5830244175920879,-42.0,3
236,59,59,[861821.],1,11,0,0,182,0.681348571880459,-52.0,0
237,1191,59,[186832.],0,16,0,0,400,0.4711453082683996,-32.0,1
