Collision,Wrong lane change,Avg. distance to lane center,Route completed [%],Max. distance traveled [steps],Avg. speed compliance,Cumulative reward
1,6,0,0,149,0.773278230383476,-32.0
1,8,0,0,167,0.6818842269064733,-36.0
1,8,0,0,130,0.8374909668719422,-36.0
1,15,0,0,379,0.35686371402723616,-50.0
1,4,0,0,240,0.5087575849737304,-28.0
1,7,0,0,170,0.6662530994445908,-34.0
1,8,0,0,209,0.5689780802174134,-36.0
1,3,0,0,150,0.7431281349033765,-26.0
1,5,0,0,139,0.808773787778019,-30.0
0,6,0,0,401,0.34959529474253415,-12.0
1,15,0,0,260,0.4762570391257761,-50.0
1,9,0,0,167,0.6825380390474279,-38.0
1,5,0,0,229,0.5207768184636616,-30.0
1,10,0,0,212,0.5591425502887593,-40.0
1,3,0,0,107,1.0124048729760569,-26.0
1,7,0,0,111,0.9557675017447902,-34.0
1,9,0,0,229,0.5186500408588751,-38.0
1,9,0,0,275,0.4540605992222996,-38.0
1,9,0,0,169,0.6769104051948457,-38.0
1,20,0,0,375,0.3665297849791729,-60.0
1,6,0,0,143,0.7754525864078351,-32.0
1,3,0,0,99,1.0940170046867046,-26.0
1,3,0,0,85,1.2668941106309053,-26.0
1,8,0,0,184,0.6315337223815368,-36.0
1,14,0,0,362,0.3734582898639574,-48.0
1,8,0,0,119,0.9258114114610839,-36.0
1,3,0,0,172,0.6615154694033625,-26.0
1,8,0,0,169,0.6826276425184706,-36.0
1,9,0,0,129,0.8787806919684052,-38.0
1,11,0,0,244,0.500430365752686,-42.0
1,5,0,0,252,0.5016532606213149,-30.0
1,3,0,0,108,0.9968939808846804,-26.0
1,3,0,0,103,1.0487702221249255,-26.0
1,10,0,0,153,0.7449624876535793,-40.0
1,8,0,0,123,0.8880246596166164,-36.0
1,12,0,0,200,0.591635330088031,-44.0
0,15,0,0,401,0.34792990032959614,-30.0
1,10,0,0,131,0.8611579436508928,-40.0
1,10,0,0,241,0.5094139764537265,-40.0
1,3,0,0,138,0.8116203355850177,-26.0
0,22,0,0,401,0.36032934097498026,-44.0
1,9,0,0,134,0.828948843695008,-38.0
1,3,0,0,96,1.1185798942085852,-26.0
1,6,0,0,114,0.9509850078797346,-32.0
1,11,0,0,144,0.7874782198912655,-42.0
1,21,0,0,283,0.45325745540961765,-62.0
1,14,0,0,247,0.49568830184825846,-48.0
0,17,0,0,401,0.3482557073072204,-34.0
1,9,0,0,151,0.7349995275333473,-38.0
1,3,0,0,94,1.133229304120864,-26.0
0,13,0,0,299,0.44062418025891753,-26.0
1,16,0,0,366,0.3771940846415431,-52.0
0,14,0,0,401,0.35927080535024525,-28.0
1,10,0,0,286,0.4422987948813104,-40.0
1,9,0,0,164,0.6979271406530029,-38.0
1,4,0,0,161,0.7020404416021707,-28.0
0,19,0,0,401,0.3457459337650407,-38.0
1,11,0,0,194,0.6078248311993131,-42.0
1,5,0,0,316,0.4161889830179614,-30.0
1,7,0,0,173,0.6652403242897159,-34.0
1,15,0,0,302,0.4347061092010624,-50.0
1,10,0,0,185,0.6281422924109783,-40.0
1,16,0,0,302,0.4308860098730912,-52.0
1,6,0,0,97,1.107796113053393,-32.0
1,3,0,0,145,0.7697245624787332,-26.0
0,15,0,0,401,0.36481137846678835,-30.0
1,10,0,0,159,0.7223884920384082,-40.0
1,18,0,0,356,0.3795516201197124,-56.0
0,13,0,0,401,0.35077853645095797,-26.0
1,16,0,0,360,0.37470466987415546,-52.0
1,9,0,0,254,0.4938140128376394,-38.0
1,2,0,0,110,0.9879134682454598,-24.0
1,5,0,0,104,1.031650047994016,-30.0
1,12,0,0,306,0.41732776257015103,-44.0
1,4,0,0,136,0.8168682360859938,-28.0
1,13,0,0,329,0.39879051382555863,-46.0
1,10,0,0,194,0.605747563898152,-40.0
0,16,0,0,401,0.35362861886188696,-32.0
1,7,0,0,148,0.7728044424509153,-34.0
0,16,0,0,401,0.3491268498157908,-32.0
1,9,0,0,185,0.6235470133596249,-38.0
1,10,0,0,313,0.4162868144413848,-40.0
1,10,0,0,211,0.5678837585325527,-40.0
1,6,0,0,196,0.5962158348731889,-32.0
1,8,0,0,162,0.706520934933811,-36.0
1,17,0,0,205,0.5887165929178334,-54.0
1,9,0,0,170,0.6683663954102583,-38.0
1,9,0,0,209,0.5723133014932268,-38.0
1,16,0,0,209,0.5792952516040913,-52.0
1,14,0,0,249,0.4968279327564838,-48.0
0,21,0,0,401,0.3546087246962379,-42.0
1,13,0,0,189,0.6241096439527622,-46.0
0,24,0,0,401,0.347881088054804,-48.0
0,17,0,0,401,0.35380418103785993,-34.0
1,11,0,0,153,0.7299012779870929,-42.0
1,17,0,0,198,0.5960763169089494,-54.0
1,7,0,0,92,1.1663758731181073,-34.0
1,9,0,0,172,0.6678825404087371,-38.0
1,7,0,0,201,0.5818950988283146,-34.0
1,12,0,0,231,0.5311610805066631,-44.0
1,4,0,0,122,0.8899010911833666,-28.0
1,3,0,0,149,0.7611893165574671,-26.0
1,9,0,0,217,0.5595747499649197,-38.0
1,20,0,0,274,0.45320540577093155,-60.0
1,10,0,0,321,0.4091983466985123,-40.0
1,9,0,0,164,0.680550131852946,-38.0
1,5,0,0,153,0.732852815983686,-30.0
1,3,0,0,94,1.1303081939518242,-26.0
1,8,0,0,201,0.5775250969739618,-36.0
1,3,0,0,132,0.8423307166185948,-26.0
1,15,0,0,253,0.503630030985054,-50.0
0,26,0,0,401,0.35147891584875235,-52.0
1,11,0,0,263,0.47829216233850275,-42.0
1,3,0,0,133,0.8322688443520337,-26.0
1,1,0,0,1,0.21047392603597048,-26.0
1,5,0,0,150,0.7482436215101128,-30.0
0,18,0,0,401,0.34499370496243165,-36.0
1,8,0,0,221,0.5425316369902469,-36.0
0,8,0,0,401,0.3453954333188834,-16.0
0,17,0,0,401,0.35050789635576235,-34.0
1,3,0,0,125,0.8780911287703489,-26.0
1,23,0,0,332,0.40826014174979375,-66.0
1,9,0,0,145,0.7907969766653948,-38.0
1,3,0,0,168,0.6908543496182399,-26.0
1,3,0,0,109,0.9686411558710678,-26.0
1,4,0,0,121,0.912330513720877,-28.0
1,7,0,0,138,0.8080100136250097,-34.0
1,5,0,0,114,0.9442597145863192,-30.0
0,26,0,0,401,0.3490565723420293,-52.0
1,20,0,0,374,0.36499726945829375,-60.0
1,7,0,0,168,0.676829919111808,-34.0
1,6,0,0,123,0.899867035994837,-32.0
0,21,0,0,401,0.3504266968878998,-42.0
1,9,0,0,236,0.5198846664675569,-38.0
1,3,0,0,154,0.7378210266059726,-26.0
1,17,0,0,188,0.646117884385773,-54.0
1,8,0,0,101,1.0580600251218577,-36.0
1,11,0,0,207,0.5619527929772549,-42.0
1,5,0,0,106,1.0157373015672069,-30.0
0,18,0,0,401,0.3457258656066159,-36.0
0,17,0,0,401,0.3614613738296329,-34.0
1,7,0,0,180,0.6374346023288717,-34.0
1,7,0,0,304,0.42695449256511936,-34.0
1,8,0,0,123,0.8965392845276063,-36.0
1,10,0,0,226,0.5308676529660513,-40.0
1,9,0,0,162,0.692772382251808,-38.0
1,4,0,0,288,0.44765790035855496,-28.0
1,7,0,0,181,0.6371216598777023,-34.0
1,8,0,0,256,0.4882386972802507,-36.0
1,6,0,0,179,0.6435043835260889,-32.0
1,3,0,0,112,0.9781474080087816,-26.0
1,8,0,0,173,0.6591688499987196,-36.0
1,9,0,0,180,0.6440999720464575,-38.0
1,20,0,0,362,0.3731099256046288,-60.0
0,23,0,0,401,0.3407234407085219,-46.0
1,12,0,0,231,0.5154622638795611,-44.0
1,6,0,0,99,1.0569345556161378,-32.0
1,4,0,0,152,0.7536205871267483,-28.0
1,13,0,0,360,0.3745297962027831,-46.0
1,9,0,0,119,0.9204217270475228,-38.0
1,8,0,0,208,0.567085242966523,-36.0
1,3,0,0,118,0.9264017477211453,-26.0
1,8,0,0,363,0.3864882623260816,-36.0
1,14,0,0,297,0.4357151530854626,-48.0
1,9,0,0,179,0.6574983845985323,-38.0
1,3,0,0,155,0.7149523829586553,-26.0
0,21,0,0,401,0.35790088513704194,-42.0
1,7,0,0,169,0.669576557857784,-34.0
1,2,0,0,232,0.5206471644404016,-24.0
1,10,0,0,199,0.5864199691367297,-40.0
1,10,0,0,283,0.4484503108428203,-40.0
1,3,0,0,94,1.100051048407196,-26.0
1,11,0,0,238,0.5205312643640284,-42.0
1,16,0,0,375,0.36069423535466105,-52.0
1,3,0,0,212,0.5698866547380153,-26.0
1,13,0,0,177,0.6530520236854179,-46.0
1,12,0,0,358,0.3763104822345888,-44.0
1,3,0,0,131,0.8317200308575455,-26.0
1,8,0,0,108,0.9704575198711483,-36.0
1,9,0,0,377,0.35849266392305545,-38.0
1,9,0,0,214,0.5636187952418765,-38.0
1,6,0,0,260,0.4873426581621762,-32.0
0,8,0,0,172,0.6737339326292914,-16.0
1,15,0,0,353,0.393279602779326,-50.0
0,10,0,0,401,0.3502446000332656,-20.0
1,7,0,0,205,0.5807664351694226,-34.0
0,17,0,0,401,0.3578421779440487,-34.0
1,4,0,0,202,0.5828475385850757,-28.0
1,11,0,0,173,0.6754303210945929,-42.0
1,8,0,0,234,0.5274062251046459,-36.0
1,3,0,0,165,0.6934162443002148,-26.0
1,3,0,0,145,0.7790306217628375,-26.0
1,6,0,0,174,0.6542777167066541,-32.0
1,6,0,0,186,0.6287187045852511,-32.0
1,9,0,0,215,0.5566830292188769,-38.0
0,10,0,0,401,0.35468622993996185,-20.0
1,6,0,0,220,0.5472889816997888,-32.0
1,3,0,0,110,0.9706214761234494,-26.0
1,12,0,0,287,0.44633090118596225,-44.0
1,3,0,0,153,0.7420399802008505,-26.0
1,6,0,0,177,0.6531677497126188,-32.0
1,9,0,0,170,0.6823045212586313,-38.0
1,6,0,0,107,1.0215494045408895,-32.0
1,12,0,0,173,0.649972541662237,-44.0
1,11,0,0,202,0.5792268858853951,-42.0
1,9,0,0,120,0.9117708700100138,-38.0
1,7,0,0,111,0.9690325046527165,-34.0
1,3,0,0,88,1.2163984286981326,-26.0
1,8,0,0,146,0.7507604081169326,-36.0
1,3,0,0,112,0.9935695416302686,-26.0
1,21,0,0,383,0.36301987095072225,-62.0
1,8,0,0,197,0.5854550397088597,-36.0
1,4,0,0,192,0.5976220779826907,-28.0
0,23,0,0,401,0.3503201307470004,-46.0
1,8,0,0,141,0.7762396333437886,-36.0
1,8,0,0,119,0.8871037425639934,-36.0
1,7,0,0,103,1.030208124454922,-34.0
1,10,0,0,163,0.7075909463173853,-40.0
1,7,0,0,134,0.832259018482573,-34.0
1,9,0,0,289,0.45273417637828567,-38.0
1,11,0,0,310,0.42704423394469027,-42.0
1,8,0,0,204,0.5766154864105881,-36.0
1,13,0,0,207,0.5851435826219147,-46.0
1,12,0,0,203,0.5740925471875821,-44.0
1,3,0,0,131,0.8510332254134635,-26.0
1,10,0,0,176,0.6564635281351457,-40.0
1,8,0,0,183,0.6329224558508333,-36.0
1,11,0,0,194,0.6143722755145448,-42.0
1,3,0,0,103,1.0522127060994653,-26.0
1,16,0,0,253,0.4831779898644969,-52.0
1,4,0,0,151,0.7392084655678051,-28.0
1,11,0,0,215,0.5472492622293318,-42.0
1,7,0,0,196,0.5999913547347637,-34.0
1,8,0,0,126,0.8852866300488934,-36.0
1,17,0,0,282,0.4489603915141128,-54.0
1,11,0,0,153,0.7231690062359836,-42.0
1,17,0,0,292,0.4498270008751152,-54.0
1,8,0,0,198,0.5962941295642642,-36.0
1,3,0,0,86,1.212008320751208,-26.0
0,15,0,0,401,0.347889272134373,-30.0
1,5,0,0,190,0.6302411406771314,-30.0
1,3,0,0,68,1.5013847076674982,-26.0
1,9,0,0,138,0.815094132082425,-38.0
1,9,0,0,155,0.7321730218296851,-38.0
1,3,0,0,102,1.0683706712639087,-26.0
1,13,0,0,162,0.7002075487692049,-46.0
1,4,0,0,119,0.9351456250144404,-28.0
1,7,0,0,152,0.7446802122029951,-34.0
1,11,0,0,253,0.4867794084957265,-42.0
1,15,0,0,343,0.3958395518138996,-50.0
1,6,0,0,399,0.34476961422425856,-32.0
0,19,0,0,401,0.35093598966903494,-38.0
1,6,0,0,138,0.8063500422597578,-32.0
1,17,0,0,360,0.3761652107467869,-54.0
1,4,0,0,126,0.8897643369634004,-28.0
0,10,0,0,314,0.41039271249745357,-20.0
1,9,0,0,194,0.6005268771436411,-38.0
1,9,0,0,234,0.5315226699623297,-38.0
1,3,0,0,148,0.7554033331625928,-26.0
1,24,0,0,356,0.38670623589820036,-68.0
1,11,0,0,188,0.6227022604853012,-42.0
1,7,0,0,168,0.6705489377725249,-34.0
1,14,0,0,189,0.6337346435182588,-48.0
1,20,0,0,300,0.4370262459595956,-60.0
1,13,0,0,182,0.6393494923853921,-46.0
1,10,0,0,182,0.644674970220749,-40.0
1,13,0,0,224,0.5433985790610002,-46.0
1,13,0,0,331,0.40200719307355326,-46.0
1,7,0,0,118,0.939120635408618,-34.0
1,12,0,0,184,0.641027313634076,-44.0
1,9,0,0,117,0.9045773155290238,-38.0
1,8,0,0,185,0.6313878518101289,-36.0
1,25,0,0,372,0.3687968664743096,-70.0
1,4,0,0,186,0.6335406139785821,-28.0
1,8,0,0,177,0.6682378123569955,-36.0
1,8,0,0,111,0.940906973092479,-36.0
0,20,0,0,401,0.347059456814635,-40.0
0,16,0,0,401,0.35017974431483023,-32.0
0,28,0,0,401,0.35470426532894717,-56.0
1,9,0,0,306,0.4116732079669061,-38.0
1,12,0,0,253,0.4837491604670655,-44.0
1,8,0,0,145,0.7795808493304118,-36.0
1,12,0,0,295,0.4466395788938621,-44.0
0,21,0,0,401,0.35004738016528597,-42.0
1,7,0,0,184,0.6253278055564021,-34.0
1,11,0,0,200,0.5896901391839727,-42.0
1,15,0,0,250,0.5080590262550491,-50.0
1,10,0,0,240,0.5077867161018453,-40.0
1,8,0,0,337,0.40184755091368934,-36.0
1,13,0,0,244,0.5040675977916307,-46.0
1,6,0,0,159,0.7093902034520415,-32.0
1,3,0,0,88,1.182274608406099,-26.0
1,3,0,0,126,0.8678486731402739,-26.0
1,15,0,0,341,0.39311049554473,-50.0
1,8,0,0,145,0.7765004475979488,-36.0
1,11,0,0,244,0.5003875483597272,-42.0
1,8,0,0,188,0.6267505601257185,-36.0
1,3,0,0,168,0.6976579560455531,-26.0
1,18,0,0,273,0.4646520407765167,-56.0
1,13,0,0,264,0.4769709840508051,-46.0
1,15,0,0,393,0.3575373577819125,-50.0
1,3,0,0,86,1.2017824904229601,-26.0
1,12,0,0,344,0.3849046299725621,-44.0
1,9,0,0,191,0.6110585784208665,-38.0
1,3,0,0,123,0.9025841359800018,-26.0
1,11,0,0,250,0.5012572318459031,-42.0
0,23,0,0,401,0.34866745360256296,-46.0
1,20,0,0,326,0.4147667170640652,-60.0
1,16,0,0,268,0.4664681683040046,-52.0
0,21,0,0,401,0.35170301238589313,-42.0
1,3,0,0,92,1.1711245963908643,-26.0
1,8,0,0,183,0.6447428595162348,-36.0
1,4,0,0,133,0.8468482028178761,-28.0
1,13,0,0,209,0.5596633497013092,-46.0
1,3,0,0,116,0.9414498704990146,-26.0
1,3,0,0,105,1.0236897101330096,-26.0
1,4,0,0,116,0.934413374475221,-28.0
1,15,0,0,321,0.41423231510143077,-50.0
0,26,0,0,401,0.34933162513114485,-52.0
0,4,0,0,217,0.542908809553731,-8.0
0,12,0,0,401,0.34782947180665436,-24.0
1,9,0,0,201,0.5936481744334754,-38.0
1,12,0,0,249,0.49363058989704356,-44.0
1,9,0,0,152,0.7628450269288918,-38.0
1,7,0,0,200,0.586503409285865,-34.0
1,7,0,0,161,0.6991685924915969,-34.0
1,15,0,0,251,0.49801534965847805,-50.0
1,3,0,0,166,0.7003601155429359,-26.0
1,17,0,0,255,0.4822276632208445,-54.0
1,6,0,0,265,0.4682483888041418,-32.0
1,3,0,0,78,1.3555973035315922,-26.0
1,3,0,0,135,0.8206988147016714,-26.0
1,11,0,0,170,0.6878062049133895,-42.0
1,10,0,0,321,0.40765579261786056,-40.0
1,9,0,0,281,0.44617869504955215,-38.0
1,4,0,0,332,0.3987816053335005,-28.0
0,24,0,0,401,0.3445942693386448,-48.0
1,8,0,0,137,0.79994934988687,-36.0
1,7,0,0,214,0.5457488185674049,-34.0
1,14,0,0,324,0.4067829958225492,-48.0
1,8,0,0,123,0.9096945106096455,-36.0
1,4,0,0,127,0.8639040596197061,-28.0
1,3,0,0,141,0.8112917131866075,-26.0
1,11,0,0,254,0.4971052150032383,-42.0
1,8,0,0,270,0.4624454272182698,-36.0
1,21,0,0,312,0.42170941100665094,-62.0
1,20,0,0,355,0.3817245050576609,-60.0
1,7,0,0,153,0.7405728588014008,-34.0
1,3,0,0,249,0.4943153455661389,-26.0
1,5,0,0,260,0.4790862416881619,-30.0
1,8,0,0,190,0.6140467673703114,-36.0
0,19,0,0,401,0.3603957830910229,-38.0
1,5,0,0,154,0.7210588282467911,-30.0
1,3,0,0,210,0.5776394850364925,-26.0
1,10,0,0,176,0.6635251392259395,-40.0
1,7,0,0,137,0.8043868315017527,-34.0
1,14,0,0,311,0.41765008008664795,-48.0
1,10,0,0,115,0.932841186859751,-40.0
1,5,0,0,126,0.861395500716319,-30.0
1,3,0,0,112,0.9843791516929677,-26.0
1,7,0,0,169,0.6958645091401477,-34.0
1,6,0,0,280,0.44823424409256707,-32.0
1,13,0,0,214,0.5571657612464628,-46.0
1,12,0,0,223,0.5509791260861779,-44.0
1,8,0,0,169,0.669015609589629,-36.0
1,3,0,0,79,1.322148282645842,-26.0
1,9,0,0,198,0.5990899344314949,-38.0
1,8,0,0,176,0.6587823489941098,-36.0
1,2,0,0,78,1.3299064304418853,-24.0
1,3,0,0,179,0.6479083700080538,-26.0
1,10,0,0,197,0.5997267908123394,-40.0
1,6,0,0,181,0.6328109990849643,-32.0
1,11,0,0,242,0.5102580417165198,-42.0
1,3,0,0,162,0.7230898690518525,-26.0
0,14,0,0,401,0.34977556475573884,-28.0
1,3,0,0,133,0.8352682138727279,-26.0
1,16,0,0,320,0.412230400631044,-52.0
1,8,0,0,150,0.7474848304270191,-36.0
1,3,0,0,96,1.1185196347469855,-26.0
1,3,0,0,131,0.8406261118599132,-26.0
1,9,0,0,177,0.6442342995362913,-38.0
1,5,0,0,170,0.6698956581021446,-30.0
1,15,0,0,219,0.5481073272658965,-50.0
1,7,0,0,174,0.6685667694232494,-34.0
0,19,0,0,401,0.35404637402993316,-38.0
1,3,0,0,107,1.0142019315644404,-26.0
1,15,0,0,344,0.38850204139010386,-50.0
1,3,0,0,85,1.2308413304441075,-26.0
1,9,0,0,175,0.6640239328638579,-38.0
0,0,0,0,91,1.1475920337728969,0.0
1,20,0,0,358,0.3794054242673475,-60.0
1,10,0,0,212,0.5642612616972331,-40.0
1,16,0,0,241,0.5004206445789515,-52.0
1,3,0,0,120,0.9137036385057268,-26.0
1,3,0,0,97,1.1164656449455244,-26.0
1,13,0,0,203,0.576515831022892,-46.0
1,17,0,0,331,0.39910341083655376,-54.0
1,8,0,0,128,0.8578454526712567,-36.0
1,12,0,0,194,0.6037992634755992,-44.0
1,4,0,0,152,0.7534058724293411,-28.0
1,9,0,0,175,0.6595802886136403,-38.0
1,6,0,0,114,0.9533792524592457,-32.0
1,13,0,0,310,0.4222175295135835,-46.0
1,12,0,0,278,0.4616598095629495,-44.0
0,17,0,0,401,0.3462922670897468,-34.0
1,2,0,0,62,1.6421182851573273,-24.0
1,8,0,0,341,0.39283523429279643,-36.0
1,10,0,0,170,0.6781465980232361,-40.0
1,9,0,0,119,0.9287113180291626,-38.0
1,3,0,0,125,0.8659202619140083,-26.0
1,5,0,0,283,0.4423806426684494,-30.0
1,19,0,0,268,0.4629086965163599,-58.0
1,9,0,0,192,0.6226041155057134,-38.0
0,16,0,0,401,0.351891382473813,-32.0
0,12,0,0,401,0.3521946041719182,-24.0
0,20,0,0,401,0.3503399631763802,-40.0
1,19,0,0,378,0.3635578547135006,-58.0
1,3,0,0,253,0.48131709296513253,-26.0
1,8,0,0,160,0.709185263410087,-36.0
0,18,0,0,401,0.34734791622921724,-36.0
1,4,0,0,171,0.6805528662388843,-28.0
1,9,0,0,213,0.5688282188482457,-38.0
1,3,0,0,86,1.2138946299640823,-26.0
1,9,0,0,249,0.5009202825105185,-38.0
1,6,0,0,159,0.7165751614399452,-32.0
1,5,0,0,154,0.7282694975459049,-30.0
0,19,0,0,401,0.3554938890803119,-38.0
1,8,0,0,165,0.7066617368215871,-36.0
1,3,0,0,127,0.8647108747609286,-26.0
1,3,0,0,153,0.728205089703571,-26.0
1,8,0,0,154,0.73898661431885,-36.0
1,13,0,0,295,0.4333357084393218,-46.0
1,7,0,0,143,0.7690229089244451,-34.0
1,7,0,0,133,0.8234241396150309,-34.0
1,3,0,0,161,0.703397100469183,-26.0
0,16,0,0,401,0.35338702205666117,-32.0
1,14,0,0,310,0.4166200405249429,-48.0
1,5,0,0,132,0.8417234189869424,-30.0
1,3,0,0,71,1.445386916791067,-26.0
1,3,0,0,86,1.2415042437895285,-26.0
1,12,0,0,151,0.7474296487440804,-44.0
0,17,0,0,401,0.3471867381837403,-34.0
1,4,0,0,176,0.6516606992753363,-28.0
1,11,0,0,259,0.4769135996786329,-42.0
1,3,0,0,105,1.0134070175035848,-26.0
1,5,0,0,103,1.0488306549801854,-30.0
1,7,0,0,144,0.7773055538874072,-34.0
1,9,0,0,128,0.8526656222141467,-38.0
1,11,0,0,209,0.5724285324848071,-42.0
1,6,0,0,136,0.8136781613109556,-32.0
1,3,0,0,137,0.806456761973636,-26.0
1,9,0,0,296,0.4324041626716879,-38.0
1,8,0,0,132,0.8525245692736471,-36.0
1,3,0,0,124,0.8898498388691098,-26.0
1,9,0,0,216,0.5582323656686,-38.0
1,5,0,0,133,0.8339758166211885,-30.0
1,15,0,0,347,0.38746141596795525,-50.0
1,3,0,0,84,1.2707780510825764,-26.0
1,3,0,0,142,0.7898529234587441,-26.0
0,0,0,0,71,1.4435590020556657,0.0
1,4,0,0,219,0.5541684859215027,-28.0
1,12,0,0,151,0.7425495872167939,-44.0
1,3,0,0,115,0.9412197394928961,-26.0
0,15,0,0,401,0.3391461451594643,-30.0
1,9,0,0,187,0.6237427564040094,-38.0
0,15,0,0,401,0.3489419499902064,-30.0
1,9,0,0,196,0.598121786896911,-38.0
1,3,0,0,169,0.6773432950865755,-26.0
0,9,0,0,401,0.34916716929409713,-18.0
1,19,0,0,305,0.4254829073256269,-58.0
1,7,0,0,211,0.571130150137771,-34.0
1,9,0,0,194,0.6094126069916029,-38.0
1,8,0,0,197,0.594201409309342,-36.0
1,9,0,0,304,0.41506283538262917,-38.0
1,9,0,0,216,0.5495451791546621,-38.0
1,8,0,0,170,0.6900138461631586,-36.0
1,3,0,0,92,1.171323954623553,-26.0
0,10,0,0,401,0.3457640205121848,-20.0
1,8,0,0,195,0.5976543572752794,-36.0
0,22,0,0,401,0.3486789179464117,-44.0
1,4,0,0,127,0.8651359406439012,-28.0
1,8,0,0,151,0.7449869092204039,-36.0
1,7,0,0,97,1.0778739590171604,-34.0
1,6,0,0,241,0.5097503377514198,-32.0
0,25,0,0,401,0.34812205042702077,-50.0
1,8,0,0,128,0.8572057418872853,-36.0
1,4,0,0,154,0.745558820629153,-28.0
1,10,0,0,148,0.7641623013986742,-40.0
1,14,0,0,187,0.6197046753418954,-48.0
1,4,0,0,143,0.7829424909785292,-28.0
1,11,0,0,239,0.5066244466357143,-42.0
1,3,0,0,151,0.7542529605447228,-26.0
1,3,0,0,79,1.303727971344407,-26.0
0,13,0,0,401,0.3447501109340104,-26.0
1,8,0,0,264,0.47704946327392905,-36.0
1,9,0,0,219,0.5477355942406968,-38.0
1,3,0,0,117,0.934496554694385,-26.0
1,3,0,0,120,0.9114769001313938,-26.0
0,12,0,0,401,0.342946814899406,-24.0
1,3,0,0,77,1.3448525296891123,-26.0
1,4,0,0,125,0.8699527027904009,-28.0
1,25,0,0,389,0.3620930995059314,-70.0
1,17,0,0,256,0.4912810119651949,-54.0
1,8,0,0,121,0.9268766268602766,-36.0
1,10,0,0,206,0.5677780360989542,-40.0
1,8,0,0,132,0.8347930284605617,-36.0
1,8,0,0,217,0.5452119577035749,-36.0
0,20,0,0,401,0.344568520665138,-40.0
1,8,0,0,149,0.7530124084446231,-36.0
1,3,0,0,126,0.8777010421513485,-26.0
1,10,0,0,363,0.3676251798517109,-40.0
1,7,0,0,149,0.74679694429261,-34.0
1,10,0,0,199,0.5867967598447543,-40.0
1,3,0,0,116,0.9368153396832343,-26.0
1,3,0,0,82,1.280804852650464,-26.0
1,11,0,0,275,0.4586610233114888,-42.0
1,9,0,0,114,0.9548306837673204,-38.0
1,8,0,0,183,0.632174849191083,-36.0
1,12,0,0,283,0.45557888578636024,-44.0
0,23,0,0,401,0.35461426045022837,-46.0
1,12,0,0,379,0.363781796973056,-44.0
1,15,0,0,226,0.5184177453361958,-50.0
0,17,0,0,401,0.3591903846074352,-34.0
0,10,0,0,401,0.3398694373631173,-20.0
1,8,0,0,158,0.7173881529422185,-36.0
0,3,0,0,116,0.9497156971491779,-6.0
1,5,0,0,147,0.7610473994994784,-30.0
1,5,0,0,250,0.4922955389487358,-30.0
0,16,0,0,401,0.3514444562039117,-32.0
1,9,0,0,190,0.6300462962546399,-38.0
1,6,0,0,120,0.9130488307119232,-32.0
1,14,0,0,324,0.41705211090111566,-48.0
1,3,0,0,169,0.6815079247304829,-26.0
1,21,0,0,349,0.38425372045682477,-62.0
1,11,0,0,222,0.5443099351036611,-42.0
1,12,0,0,249,0.4920098383354764,-44.0
1,9,0,0,143,0.787927085176514,-38.0
1,4,0,0,298,0.43265516253526753,-28.0
1,8,0,0,151,0.735074804560219,-36.0
1,6,0,0,154,0.7264083629451871,-32.0
0,14,0,0,401,0.3524655717339549,-28.0
1,6,0,0,106,1.005851342791075,-32.0
1,8,0,0,134,0.8303672767608069,-36.0
1,5,0,0,187,0.6373260740198882,-30.0
1,14,0,0,324,0.40749521221046114,-48.0
1,3,0,0,119,0.9265205697022416,-26.0
1,5,0,0,110,0.9543949167245299,-30.0
1,10,0,0,202,0.5885678664395215,-40.0
1,3,0,0,109,0.9818416934533061,-26.0
1,25,0,0,364,0.37346107634232806,-70.0
1,7,0,0,173,0.6723481742540037,-34.0
1,3,0,0,102,1.0480266876561033,-26.0
1,14,0,0,312,0.42573022272014566,-48.0
1,11,0,0,233,0.519280297641788,-42.0
1,12,0,0,296,0.4259861618129672,-44.0
1,6,0,0,167,0.6880603419353758,-32.0
0,9,0,0,401,0.3487209035870159,-18.0
1,13,0,0,286,0.451272599443837,-46.0
1,5,0,0,150,0.7492000160064093,-30.0
1,3,0,0,153,0.7426842034204854,-26.0
1,3,0,0,123,0.8911984747334278,-26.0
1,16,0,0,394,0.3523054584245777,-52.0
1,3,0,0,211,0.5655784441556908,-26.0
1,5,0,0,202,0.5856253905811469,-30.0
1,23,0,0,366,0.3793497663894827,-66.0
1,11,0,0,217,0.539959465048677,-42.0
1,3,0,0,103,1.068228641095884,-26.0
1,3,0,0,137,0.8160288188450087,-26.0
1,11,0,0,234,0.5244976923317192,-42.0
0,10,0,0,401,0.34200313077366107,-20.0
1,3,0,0,72,1.4428955779991188,-26.0
1,3,0,0,100,1.0878937075732489,-26.0
0,6,0,0,401,0.35172830603570604,-12.0
1,17,0,0,386,0.3624218057554655,-54.0
1,11,0,0,248,0.5006202824036651,-42.0
1,3,0,0,344,0.3846530674217595,-26.0
1,9,0,0,193,0.6217947764922968,-38.0
1,3,0,0,99,1.0774175495248781,-26.0
1,4,0,0,136,0.8106817928067257,-28.0
1,3,0,0,108,1.0060640816673727,-26.0
1,8,0,0,175,0.665505584766273,-36.0
1,3,0,0,134,0.8369268700666064,-26.0
1,4,0,0,116,0.9361053878322626,-28.0
1,14,0,0,248,0.513180765047568,-48.0
