Collision,Wrong lane change,Avg. distance to lane center,Route completed [%],Max. distance traveled [steps],Avg. speed compliance,Cumulative reward
1,8,0,0,203,0.589090351758024,-36.0
1,16,0,0,248,0.49832007966972625,-52.0
1,9,0,0,171,0.6805967646548092,-38.0
1,11,0,0,226,0.5474252016320281,-42.0
1,4,0,0,123,0.8984734831220226,-28.0
1,15,0,0,231,0.5326644761402533,-50.0
1,3,0,0,128,0.8634556517075883,-26.0
1,3,0,0,105,1.028413058457625,-26.0
1,3,0,0,98,1.0733510927799423,-26.0
1,18,0,0,381,0.36197602070792556,-56.0
1,15,0,0,303,0.425477565241982,-50.0
1,17,0,0,310,0.41884595336624614,-54.0
1,8,0,0,138,0.8035215336133232,-36.0
1,3,0,0,93,1.1263456362396513,-26.0
1,9,0,0,188,0.6104835075985717,-38.0
1,21,0,0,302,0.4354888903078323,-62.0
1,7,0,0,128,0.861899070391881,-34.0
1,15,0,0,245,0.5025159206639962,-50.0
1,5,0,0,114,0.9507379939228995,-30.0
1,14,0,0,160,0.712685483301333,-48.0
0,25,0,0,401,0.350581550153923,-50.0
1,7,0,0,107,0.9994435245878445,-34.0
1,3,0,0,163,0.7197505186948024,-26.0
0,14,0,0,401,0.34580859133517383,-28.0
1,7,0,0,174,0.6602967097323506,-34.0
1,12,0,0,208,0.5719921102821324,-44.0
1,5,0,0,334,0.40092918440584024,-30.0
1,20,0,0,327,0.409892618559846,-60.0
1,12,0,0,208,0.5661164479280107,-44.0
0,18,0,0,401,0.3484627819612049,-36.0
1,3,0,0,99,1.0846866524538301,-26.0
1,8,0,0,113,0.9411330083840432,-36.0
1,14,0,0,284,0.4360961007470037,-48.0
1,7,0,0,125,0.8794781144129395,-34.0
1,13,0,0,214,0.5526800921114449,-46.0
0,14,0,0,401,0.3597993979050119,-28.0
1,11,0,0,243,0.5068473262051567,-42.0
1,8,0,0,140,0.7929821366267581,-36.0
0,20,0,0,401,0.35269190421555946,-40.0
1,4,0,0,164,0.6953976556823893,-28.0
1,3,0,0,167,0.6791582775130854,-26.0
1,14,0,0,295,0.4304792798896315,-48.0
1,9,0,0,399,0.34344941695475717,-38.0
1,8,0,0,172,0.6734078425606828,-36.0
1,9,0,0,183,0.6283337365400617,-38.0
1,3,0,0,98,1.078768845520802,-26.0
1,6,0,0,196,0.5992931475432385,-32.0
1,5,0,0,183,0.6285152668457205,-30.0
1,17,0,0,370,0.3704982898418144,-54.0
1,6,0,0,88,1.1916360522146354,-32.0
1,4,0,0,178,0.6438646667556758,-28.0
1,10,0,0,139,0.8184612545007994,-40.0
1,4,0,0,161,0.7138120852996335,-28.0
1,9,0,0,238,0.5199893472903672,-38.0
1,8,0,0,162,0.6993173752541137,-36.0
1,10,0,0,390,0.3596822548012136,-40.0
1,7,0,0,142,0.7925812486685183,-34.0
1,10,0,0,192,0.6038869718586389,-40.0
1,9,0,0,155,0.7390154639549282,-38.0
1,3,0,0,92,1.1831712987301004,-26.0
0,21,0,0,401,0.3641766083693254,-42.0
1,13,0,0,243,0.5024436582799392,-46.0
1,3,0,0,119,0.9185161937068834,-26.0
1,10,0,0,150,0.7564164863711565,-40.0
1,10,0,0,113,0.9287337468489549,-40.0
1,8,0,0,135,0.8221880589539878,-36.0
0,17,0,0,401,0.3555328792116184,-34.0
0,0,0,0,49,2.0485546238228842,0.0
1,8,0,0,146,0.7826854172256675,-36.0
1,11,0,0,255,0.4977253016761968,-42.0
1,10,0,0,179,0.6431021318217202,-40.0
1,9,0,0,145,0.7644802807877906,-38.0
1,3,0,0,109,0.9967264060404271,-26.0
1,14,0,0,263,0.46778515549510175,-48.0
0,20,0,0,401,0.34697988098979765,-40.0
1,20,0,0,287,0.44660451160091336,-60.0
1,9,0,0,182,0.6344065917088662,-38.0
1,9,0,0,200,0.5836178825760032,-38.0
1,8,0,0,100,1.0780386221532439,-36.0
1,8,0,0,140,0.7801796940460183,-36.0
1,13,0,0,190,0.6207050132298252,-46.0
1,14,0,0,287,0.4553568804425226,-48.0
1,3,0,0,80,1.2860987540102953,-26.0
1,12,0,0,172,0.6664295652664651,-44.0
1,9,0,0,178,0.6542411910669578,-38.0
1,10,0,0,246,0.49983106826513407,-40.0
1,17,0,0,375,0.3730925246807709,-54.0
1,5,0,0,192,0.6140890185529168,-30.0
1,2,0,0,73,1.4330988880228404,-24.0
1,19,0,0,278,0.4481528269486742,-58.0
1,8,0,0,142,0.7916584039479021,-36.0
1,9,0,0,127,0.8599716557924473,-38.0
1,7,0,0,127,0.8548568094967125,-34.0
1,7,0,0,379,0.36520265529202567,-34.0
1,19,0,0,394,0.356630797753893,-58.0
1,21,0,0,266,0.4682028503000096,-62.0
1,3,0,0,71,1.4528807271123587,-26.0
1,8,0,0,139,0.7872397700172521,-36.0
1,9,0,0,254,0.4889539054662289,-38.0
1,9,0,0,250,0.4909845133494113,-38.0
1,3,0,0,187,0.6217164682083867,-26.0
1,4,0,0,179,0.6536478065889413,-28.0
1,9,0,0,106,1.0111621711753556,-38.0
1,7,0,0,175,0.6518281718706258,-34.0
1,3,0,0,118,0.9292338376053311,-26.0
1,17,0,0,333,0.3964603164054098,-54.0
1,10,0,0,161,0.7132213305075056,-40.0
1,17,0,0,305,0.4397019713039788,-54.0
1,3,0,0,99,1.0769401384029926,-26.0
1,7,0,0,116,0.9572318319905597,-34.0
1,9,0,0,253,0.49285170802347644,-38.0
1,7,0,0,167,0.6806656477555152,-34.0
1,5,0,0,197,0.5974898323023314,-30.0
1,6,0,0,103,1.0236734944920036,-32.0
1,7,0,0,198,0.5925962306441377,-34.0
1,3,0,0,125,0.877567160143975,-26.0
1,7,0,0,160,0.6908043487007667,-34.0
1,3,0,0,112,0.9634670446550333,-26.0
1,5,0,0,188,0.6211372193675894,-30.0
1,16,0,0,326,0.3979308614581773,-52.0
1,5,0,0,180,0.6529027210241728,-30.0
1,12,0,0,250,0.49631346450497316,-44.0
1,4,0,0,149,0.7497899091845015,-28.0
1,7,0,0,110,0.9723518635771551,-34.0
1,16,0,0,294,0.4302152061056497,-52.0
1,13,0,0,303,0.42384943508747464,-46.0
1,11,0,0,213,0.5588219635806752,-42.0
1,7,0,0,106,1.0112966601330984,-34.0
1,8,0,0,202,0.5913408537282735,-36.0
1,11,0,0,240,0.5111868774272585,-42.0
1,10,0,0,147,0.7744421808844828,-40.0
1,4,0,0,168,0.67713569537242,-28.0
1,9,0,0,150,0.7638919485433213,-38.0
1,3,0,0,134,0.8138056859590819,-26.0
1,5,0,0,177,0.6506394830534569,-30.0
1,6,0,0,100,1.0520790322589537,-32.0
0,17,0,0,401,0.34681428956869215,-34.0
1,13,0,0,253,0.4863705898860044,-46.0
0,18,0,0,401,0.3433419654900314,-36.0
1,7,0,0,197,0.5922754493038075,-34.0
1,7,0,0,149,0.7503254750298171,-34.0
0,21,0,0,401,0.3491300579430479,-42.0
0,5,0,0,288,0.44597565199820655,-10.0
1,8,0,0,171,0.6828697961595597,-36.0
1,9,0,0,153,0.745802557932115,-38.0
1,3,0,0,134,0.8233666937718382,-26.0
1,14,0,0,261,0.46938900897362335,-48.0
1,8,0,0,183,0.6421399789366475,-36.0
1,3,0,0,121,0.9081635734994898,-26.0
1,13,0,0,239,0.5202207839355869,-46.0
1,11,0,0,159,0.7190620555968757,-42.0
1,9,0,0,129,0.8602108902255077,-38.0
1,9,0,0,202,0.5869082338153829,-38.0
1,12,0,0,305,0.42536226886428763,-44.0
1,3,0,0,79,1.3146846371206855,-26.0
1,9,0,0,186,0.6180805956433314,-38.0
1,8,0,0,145,0.7936659314684882,-36.0
1,7,0,0,186,0.6106756604354824,-34.0
0,17,0,0,401,0.3601932332430687,-34.0
1,7,0,0,155,0.7142426644867416,-34.0
1,5,0,0,120,0.9070021605510536,-30.0
1,3,0,0,108,1.0269825862245723,-26.0
1,5,0,0,106,1.0235800905160937,-30.0
1,3,0,0,183,0.6222365459028658,-26.0
1,8,0,0,140,0.7865189364423868,-36.0
1,11,0,0,250,0.5064030390407583,-42.0
1,7,0,0,219,0.5423120963814344,-34.0
1,3,0,0,73,1.4161932203715053,-26.0
1,5,0,0,182,0.6396834326966343,-30.0
1,15,0,0,214,0.5481476336059767,-50.0
1,9,0,0,208,0.5562564753543126,-38.0
1,8,0,0,157,0.7107925935125142,-36.0
1,19,0,0,244,0.49233971938753474,-58.0
1,11,0,0,275,0.4564505459335481,-42.0
1,7,0,0,115,0.9362937538739499,-34.0
1,6,0,0,196,0.587794165044355,-32.0
1,7,0,0,273,0.46102026531192086,-34.0
1,3,0,0,85,1.2432847781439307,-26.0
1,10,0,0,309,0.42218920545926225,-40.0
1,16,0,0,215,0.5635148941766153,-52.0
0,26,0,0,401,0.3595512617560709,-52.0
1,10,0,0,227,0.5284994621879271,-40.0
0,10,0,0,401,0.35431980837429955,-20.0
1,10,0,0,139,0.8157728131286888,-40.0
1,7,0,0,182,0.6403603823361567,-34.0
1,10,0,0,131,0.8416180898142372,-40.0
1,10,0,0,178,0.6478760009824434,-40.0
1,4,0,0,124,0.8897922510719508,-28.0
1,4,0,0,138,0.7967031213988164,-28.0
1,10,0,0,275,0.4586890463874193,-40.0
1,3,0,0,75,1.354923351572512,-26.0
1,9,0,0,191,0.6089892362429493,-38.0
1,11,0,0,225,0.5334138802044553,-42.0
1,4,0,0,156,0.7250636043277249,-28.0
1,8,0,0,151,0.7437226217823114,-36.0
0,9,0,0,401,0.3392490605547898,-18.0
1,8,0,0,135,0.8013824013035499,-36.0
1,17,0,0,290,0.4392003734826286,-54.0
1,10,0,0,194,0.6165055924864635,-40.0
1,3,0,0,124,0.8976412224984901,-26.0
1,2,0,0,76,1.3617775793686158,-24.0
1,7,0,0,161,0.6957990599627155,-34.0
1,8,0,0,151,0.7661616417925768,-36.0
0,11,0,0,401,0.3499079440252437,-22.0
1,12,0,0,148,0.7659208221532531,-44.0
1,4,0,0,122,0.8812316888752235,-28.0
1,5,0,0,155,0.7341547357587429,-30.0
0,15,0,0,401,0.3494994304492469,-30.0
1,3,0,0,122,0.8974608850327915,-26.0
1,11,0,0,252,0.4954104303061391,-42.0
1,15,0,0,223,0.550596970834367,-50.0
1,7,0,0,208,0.5834005293106248,-34.0
1,7,0,0,123,0.9022923595234101,-34.0
1,3,0,0,141,0.7963704569165732,-26.0
1,8,0,0,149,0.7596923094598101,-36.0
1,9,0,0,184,0.6439747930238269,-38.0
1,5,0,0,167,0.6848642851017954,-30.0
1,3,0,0,105,1.0180300495439696,-26.0
1,9,0,0,162,0.7139296173609911,-38.0
1,3,0,0,114,0.9401414478986323,-26.0
1,3,0,0,97,1.0959506916042008,-26.0
1,4,0,0,109,0.983321740009744,-28.0
0,7,0,0,184,0.6227074216913658,-14.0
1,3,0,0,67,1.5310500764943502,-26.0
1,13,0,0,214,0.5535450123632658,-46.0
1,3,0,0,154,0.7241476795119164,-26.0
1,12,0,0,197,0.5930707762231354,-44.0
1,26,0,0,354,0.38719828524398314,-72.0
1,6,0,0,120,0.9288597745739102,-32.0
1,3,0,0,91,1.1551445049508458,-26.0
1,3,0,0,197,0.6110102677418727,-26.0
1,3,0,0,77,1.3637656766564588,-26.0
1,12,0,0,217,0.5545236150587562,-44.0
1,5,0,0,122,0.9015909175144813,-30.0
1,8,0,0,160,0.7064631066123092,-36.0
1,7,0,0,155,0.7285255096687182,-34.0
1,11,0,0,230,0.5205715589061111,-42.0
1,8,0,0,211,0.567726537004854,-36.0
0,13,0,0,401,0.35803165933399456,-26.0
1,9,0,0,273,0.46476930524496146,-38.0
1,7,0,0,141,0.7987142675162409,-34.0
1,8,0,0,141,0.7828870379807091,-36.0
1,17,0,0,357,0.374985923396979,-54.0
1,13,0,0,223,0.5297541845134545,-46.0
1,10,0,0,310,0.4189911224731587,-40.0
1,9,0,0,130,0.8438898713560565,-38.0
1,8,0,0,189,0.6088656252873972,-36.0
1,9,0,0,151,0.739116192130345,-38.0
1,21,0,0,235,0.5234529426011283,-62.0
1,9,0,0,201,0.5817073098074355,-38.0
0,10,0,0,401,0.3450366336058813,-20.0
1,23,0,0,326,0.40401625264201224,-66.0
1,7,0,0,103,1.048227969282786,-34.0
1,13,0,0,304,0.4374094640425562,-46.0
0,26,0,0,401,0.3518935500363166,-52.0
1,8,0,0,171,0.6769751556712158,-36.0
1,3,0,0,115,0.949719331675369,-26.0
1,17,0,0,234,0.5259068683971906,-54.0
1,10,0,0,177,0.6566413686155284,-40.0
1,8,0,0,186,0.6316180618219207,-36.0
1,3,0,0,180,0.6482795005298609,-26.0
1,3,0,0,121,0.8941594034506225,-26.0
1,13,0,0,176,0.668150825145609,-46.0
1,3,0,0,122,0.9007630165820517,-26.0
1,9,0,0,215,0.5560500870463215,-38.0
1,21,0,0,305,0.4458092082804069,-62.0
1,16,0,0,334,0.39928210547007953,-52.0
1,3,0,0,104,1.0443666609991746,-26.0
1,9,0,0,186,0.6367060408205373,-38.0
0,18,0,0,401,0.3494020928608217,-36.0
1,14,0,0,309,0.4197958326641297,-48.0
1,4,0,0,137,0.8052951367225013,-28.0
1,7,0,0,183,0.6135831002537748,-34.0
0,15,0,0,401,0.34686094963282516,-30.0
1,8,0,0,100,1.071789598011978,-36.0
1,6,0,0,140,0.7824704437530857,-32.0
1,12,0,0,258,0.4866919504338333,-44.0
1,21,0,0,228,0.5247258415776384,-62.0
1,6,0,0,139,0.7903117585650153,-32.0
1,3,0,0,82,1.2761690582670713,-26.0
1,11,0,0,369,0.3658674158275239,-42.0
1,9,0,0,176,0.6579958364147765,-38.0
1,16,0,0,256,0.4879718552523441,-52.0
1,13,0,0,228,0.5260521352112064,-46.0
1,7,0,0,90,1.1654727710773665,-34.0
0,19,0,0,401,0.34952183339761167,-38.0
1,12,0,0,258,0.48559095334986074,-44.0
1,8,0,0,160,0.7028151029175596,-36.0
1,9,0,0,188,0.6247882879335516,-38.0
1,12,0,0,235,0.5163916312919303,-44.0
0,18,0,0,401,0.3477613198874827,-36.0
0,8,0,0,401,0.3502426829075948,-16.0
0,20,0,0,401,0.35024421285434065,-40.0
0,0,0,0,6,2.499998095227848,0.0
1,27,0,0,393,0.35379184833982674,-74.0
0,22,0,0,401,0.34790330842383865,-44.0
1,3,0,0,67,1.5690981211358117,-26.0
1,3,0,0,90,1.168826204960404,-26.0
1,14,0,0,307,0.43291620337701603,-48.0
1,3,0,0,90,1.1749088837553887,-26.0
1,14,0,0,338,0.37977282579100946,-48.0
1,13,0,0,276,0.4636874367338521,-46.0
1,6,0,0,121,0.8983303577934106,-32.0
1,13,0,0,260,0.47526725483774884,-46.0
1,10,0,0,184,0.63834319622151,-40.0
1,10,0,0,116,0.9679020859829192,-40.0
1,14,0,0,288,0.45078639880078747,-48.0
1,10,0,0,175,0.6484857111316461,-40.0
1,3,0,0,126,0.8758587988320413,-26.0
1,9,0,0,184,0.6254769062210005,-38.0
1,16,0,0,283,0.4561003780665915,-52.0
1,8,0,0,158,0.7278368110315363,-36.0
1,8,0,0,184,0.6366373395995758,-36.0
1,3,0,0,133,0.8257861985589849,-26.0
1,12,0,0,245,0.5081442282980966,-44.0
1,8,0,0,238,0.5041988825162346,-36.0
1,12,0,0,205,0.5811615255476388,-44.0
1,7,0,0,262,0.4692161208079843,-34.0
1,8,0,0,140,0.7913095561520925,-36.0
1,9,0,0,206,0.5783173039704379,-38.0
1,4,0,0,146,0.7617473751651042,-28.0
1,9,0,0,143,0.7706280559863343,-38.0
0,16,0,0,401,0.3502183280836128,-32.0
0,20,0,0,401,0.34831758747111446,-40.0
1,8,0,0,214,0.5583759130479655,-36.0
1,7,0,0,257,0.4881286145818417,-34.0
1,9,0,0,181,0.6269268478835727,-38.0
1,7,0,0,153,0.7345823154135337,-34.0
1,10,0,0,167,0.6812280339867258,-40.0
0,22,0,0,401,0.343839605255832,-44.0
0,16,0,0,401,0.3438300676012457,-32.0
1,9,0,0,139,0.7877772109766651,-38.0
1,8,0,0,170,0.6753571809854846,-36.0
1,3,0,0,99,1.0681040997171145,-26.0
0,24,0,0,401,0.35348630652836577,-48.0
1,3,0,0,83,1.2728154103730938,-26.0
0,16,0,0,401,0.3506425745590892,-32.0
1,14,0,0,222,0.5318194175401114,-48.0
1,11,0,0,149,0.7580951779159955,-42.0
1,3,0,0,98,1.088044484135235,-26.0
1,8,0,0,107,1.0434269186149268,-36.0
1,3,0,0,89,1.1992863548694448,-26.0
1,8,0,0,164,0.7050523239471699,-36.0
1,9,0,0,150,0.7499883416120653,-38.0
1,8,0,0,159,0.7198347964871976,-36.0
1,7,0,0,107,1.0374342965281542,-34.0
1,11,0,0,152,0.7539589238399106,-42.0
0,19,0,0,401,0.3477081313358322,-38.0
1,7,0,0,135,0.8209456078050507,-34.0
1,8,0,0,118,0.9142267648426285,-36.0
1,3,0,0,142,0.7904110588896351,-26.0
1,8,0,0,154,0.7493416685161965,-36.0
1,8,0,0,190,0.6224557800645583,-36.0
1,8,0,0,119,0.9293311570820049,-36.0
0,27,0,0,401,0.3471717841894354,-54.0
1,21,0,0,378,0.36825281977130375,-62.0
1,13,0,0,213,0.5581549958192733,-46.0
1,9,0,0,120,0.9121860909323071,-38.0
1,12,0,0,208,0.5783969686049224,-44.0
1,9,0,0,159,0.7117614546613377,-38.0
1,7,0,0,289,0.4448479987506681,-34.0
1,9,0,0,217,0.5535797897630155,-38.0
1,14,0,0,391,0.35497913232544814,-48.0
1,9,0,0,197,0.5990598304732667,-38.0
1,8,0,0,180,0.6390330786521186,-36.0
1,8,0,0,132,0.8395829219481594,-36.0
1,7,0,0,204,0.5795725591404277,-34.0
1,1,0,0,1,0.08143724617008763,-34.0
1,5,0,0,117,0.9261896488943839,-30.0
1,9,0,0,182,0.6474795878051507,-38.0
0,25,0,0,401,0.3512418879381331,-50.0
1,3,0,0,108,0.9954927103080747,-26.0
1,3,0,0,109,0.9847162727655879,-26.0
1,13,0,0,196,0.5992180654829982,-46.0
1,3,0,0,101,1.0710796541149028,-26.0
1,12,0,0,311,0.41960520394802364,-44.0
0,17,0,0,401,0.3474097525325768,-34.0
1,8,0,0,169,0.6730279619430815,-36.0
1,4,0,0,160,0.7047576895700651,-28.0
1,8,0,0,163,0.6861479624898963,-36.0
1,7,0,0,113,0.9595434866482394,-34.0
1,8,0,0,234,0.5108870618326807,-36.0
1,9,0,0,262,0.4722705036887076,-38.0
1,9,0,0,311,0.4219861849020993,-38.0
1,20,0,0,392,0.3531000526377899,-60.0
1,12,0,0,323,0.40468155266515615,-44.0
1,3,0,0,101,1.062868320892427,-26.0
1,15,0,0,314,0.42162724191274864,-50.0
1,3,0,0,122,0.8996728880055955,-26.0
1,9,0,0,163,0.6954846444642317,-38.0
1,3,0,0,114,0.9648722518266869,-26.0
1,8,0,0,232,0.5209589859957002,-36.0
1,21,0,0,311,0.4210493548168764,-62.0
1,7,0,0,156,0.7056894227501427,-34.0
1,3,0,0,165,0.6924578878453377,-26.0
0,17,0,0,401,0.35136359276672713,-34.0
1,8,0,0,221,0.5335021637699298,-36.0
1,15,0,0,342,0.389640771266115,-50.0
1,8,0,0,239,0.505530146627595,-36.0
1,3,0,0,183,0.6363269277333455,-26.0
1,11,0,0,392,0.3565055314457513,-42.0
1,9,0,0,187,0.6248983220443098,-38.0
0,14,0,0,401,0.34412582589886764,-28.0
0,22,0,0,401,0.35006225070614705,-44.0
1,19,0,0,306,0.4193526036174588,-58.0
1,7,0,0,130,0.8336499033239045,-34.0
1,9,0,0,147,0.7580320405592191,-38.0
1,13,0,0,198,0.600624807000248,-46.0
1,6,0,0,145,0.7776681763717374,-32.0
1,8,0,0,142,0.7872389641146903,-36.0
1,9,0,0,146,0.7816024257270424,-38.0
1,8,0,0,201,0.585799115190133,-36.0
1,17,0,0,293,0.44392579572027635,-54.0
1,8,0,0,176,0.6497738608993529,-36.0
1,8,0,0,160,0.7116402121693935,-36.0
1,7,0,0,115,0.94205119255351,-34.0
1,10,0,0,229,0.5193344397457195,-40.0
0,23,0,0,401,0.34314782269614713,-46.0
1,12,0,0,228,0.5338564658215701,-44.0
1,8,0,0,115,0.9416855913483341,-36.0
1,8,0,0,128,0.8320967186413809,-36.0
0,12,0,0,401,0.3462788154792845,-24.0
1,13,0,0,223,0.5535129257040817,-46.0
1,5,0,0,147,0.768887521323809,-30.0
1,9,0,0,194,0.5961506070208833,-38.0
1,16,0,0,261,0.4846210050656329,-52.0
1,7,0,0,278,0.4619753623909116,-34.0
1,9,0,0,125,0.856559734543243,-38.0
1,12,0,0,282,0.4462624881013745,-44.0
1,6,0,0,141,0.8085897074859726,-32.0
1,7,0,0,178,0.6408677539691154,-34.0
1,7,0,0,99,1.093750438310735,-34.0
1,6,0,0,92,1.1509116089716365,-32.0
1,13,0,0,165,0.7077349921485447,-46.0
1,14,0,0,278,0.45087904141312984,-48.0
1,7,0,0,182,0.6442091632446679,-34.0
1,3,0,0,201,0.5885324141919986,-26.0
0,21,0,0,401,0.3495070566033382,-42.0
1,7,0,0,158,0.7175092621518832,-34.0
0,1,0,0,51,1.9695027928012125,-2.0
1,7,0,0,151,0.7392938653354436,-34.0
1,4,0,0,120,0.9165377449554288,-28.0
1,9,0,0,131,0.8501041987545356,-38.0
1,10,0,0,279,0.449067465387741,-40.0
1,11,0,0,257,0.483617295106946,-42.0
1,7,0,0,180,0.6527833373974526,-34.0
1,16,0,0,247,0.5001675087655969,-52.0
1,12,0,0,309,0.4228745335726629,-44.0
1,8,0,0,118,0.9307555325841536,-36.0
1,12,0,0,223,0.5533278304774617,-44.0
1,3,0,0,202,0.5803572914675617,-26.0
1,6,0,0,163,0.7049863521542815,-32.0
1,11,0,0,198,0.5847545472396142,-42.0
1,10,0,0,200,0.5941160888752283,-40.0
1,8,0,0,116,0.9359377864215543,-36.0
1,26,0,0,335,0.3984640381263571,-72.0
1,7,0,0,136,0.8232681059286597,-34.0
1,16,0,0,234,0.5161642298968565,-52.0
1,6,0,0,118,0.9092655703966631,-32.0
1,13,0,0,144,0.7744146574679905,-46.0
1,11,0,0,192,0.6080723544542009,-42.0
1,14,0,0,197,0.5992671698551929,-48.0
1,17,0,0,366,0.37327570204544924,-54.0
1,15,0,0,184,0.6371686869362856,-50.0
1,6,0,0,108,1.007559684170862,-32.0
1,5,0,0,203,0.5872589393678903,-30.0
1,10,0,0,232,0.5196467338891988,-40.0
1,7,0,0,134,0.8212484029298105,-34.0
1,9,0,0,144,0.7984015754151152,-38.0
1,10,0,0,135,0.8204798563002833,-40.0
1,3,0,0,116,0.9314128598372966,-26.0
1,14,0,0,272,0.46481846112480063,-48.0
1,8,0,0,191,0.614792268499962,-36.0
1,6,0,0,132,0.8250962561205518,-32.0
0,23,0,0,401,0.3474673268959019,-46.0
1,15,0,0,221,0.5453997894402057,-50.0
1,17,0,0,232,0.5338721920719404,-54.0
1,9,0,0,187,0.6382022036473962,-38.0
1,4,0,0,220,0.5548072580481697,-28.0
1,8,0,0,142,0.7926156008517241,-36.0
1,8,0,0,158,0.7154518496600976,-36.0
1,9,0,0,220,0.5490070936961278,-38.0
1,5,0,0,101,1.0351601731677642,-30.0
1,10,0,0,169,0.6771977487669596,-40.0
1,11,0,0,360,0.3701893668816682,-42.0
1,9,0,0,150,0.7488845577633534,-38.0
1,9,0,0,167,0.680506408191797,-38.0
1,13,0,0,248,0.48696223176089287,-46.0
0,20,0,0,401,0.3499205431293277,-40.0
1,12,0,0,189,0.6100245106793839,-44.0
1,9,0,0,222,0.5481171806885143,-38.0
0,20,0,0,401,0.35010743669474087,-40.0
1,6,0,0,169,0.6715678985308553,-32.0
1,3,0,0,90,1.1387580836503943,-26.0
1,8,0,0,109,1.0058654403635838,-36.0
1,13,0,0,213,0.5617901543513218,-46.0
1,3,0,0,78,1.3408128584814216,-26.0
1,4,0,0,302,0.43937563803805446,-28.0
1,3,0,0,90,1.1624733753836771,-26.0
1,13,0,0,218,0.5387311463918042,-46.0
1,9,0,0,132,0.8437723735744191,-38.0
1,3,0,0,109,0.9910716978801107,-26.0
1,13,0,0,265,0.4710299807820122,-46.0
1,7,0,0,135,0.8125490376214626,-34.0
1,16,0,0,374,0.3695327812046003,-52.0
0,22,0,0,401,0.34387861712425244,-44.0
1,10,0,0,354,0.37637076021623755,-40.0
0,18,0,0,401,0.3511095875485656,-36.0
1,9,0,0,115,0.9594181625049117,-38.0
1,3,0,0,128,0.872590828735082,-26.0
1,9,0,0,239,0.5051821286373149,-38.0
1,22,0,0,395,0.35748368957466464,-64.0
1,10,0,0,205,0.5776984664377094,-40.0
0,9,0,0,119,0.9133208892300664,-18.0
0,21,0,0,401,0.35932932197130335,-42.0
1,16,0,0,208,0.5749779521210215,-52.0
1,8,0,0,202,0.587418737596213,-36.0
1,13,0,0,292,0.43288217857850914,-46.0
1,15,0,0,262,0.4662100686133289,-50.0
1,7,0,0,105,1.010743800545213,-34.0
1,10,0,0,172,0.6749430399422829,-40.0
1,3,0,0,106,1.0004567245658722,-26.0
1,8,0,0,115,0.9359961634940086,-36.0
1,3,0,0,130,0.8401033223081125,-26.0
1,13,0,0,350,0.3852974454528831,-46.0
1,3,0,0,103,1.0406139324485595,-26.0
1,9,0,0,130,0.8565509562222072,-38.0
1,7,0,0,156,0.7216817572067722,-34.0
1,15,0,0,230,0.5228530072078191,-50.0
1,5,0,0,162,0.7036893485989092,-30.0
1,9,0,0,191,0.6073539461893352,-38.0
1,8,0,0,143,0.786176874687287,-36.0
1,25,0,0,339,0.4047253382409884,-70.0
1,12,0,0,179,0.6496555226689152,-44.0
1,13,0,0,342,0.3839883395533059,-46.0
1,7,0,0,149,0.7454370689251619,-34.0
1,7,0,0,158,0.703482206251095,-34.0
0,19,0,0,401,0.35467226061037826,-38.0
1,11,0,0,265,0.48059223960954545,-42.0
1,8,0,0,133,0.8427996658729374,-36.0
1,12,0,0,262,0.47678763407851765,-44.0
1,3,0,0,108,1.0080181005905848,-26.0
1,6,0,0,255,0.48220148289510617,-32.0
1,9,0,0,269,0.4762489794244189,-38.0
0,14,0,0,401,0.3445718310322243,-28.0
1,9,0,0,193,0.6159814818327599,-38.0
1,14,0,0,260,0.4845727798240033,-48.0
1,14,0,0,253,0.5028507464948025,-48.0
1,6,0,0,208,0.56579857568567,-32.0
1,8,0,0,108,0.9890794516807306,-36.0
1,11,0,0,218,0.5491725465861222,-42.0
1,15,0,0,335,0.4046202317528483,-50.0
1,8,0,0,187,0.6137569943167188,-36.0
1,8,0,0,164,0.6786536739805489,-36.0
1,13,0,0,358,0.38765912327548313,-46.0
1,3,0,0,75,1.3783376176487452,-26.0
1,11,0,0,333,0.40646469334342566,-42.0
1,9,0,0,192,0.6191362095712845,-38.0
1,7,0,0,156,0.722202590132217,-34.0
1,15,0,0,262,0.46836438047796713,-50.0
1,3,0,0,205,0.5813214768585466,-26.0
1,8,0,0,154,0.7476244734814175,-36.0
0,13,0,0,401,0.34908839134361375,-26.0
1,7,0,0,159,0.7171514675225342,-34.0
0,15,0,0,401,0.3515450764641845,-30.0
1,19,0,0,330,0.40690980546508754,-58.0
1,12,0,0,204,0.5806501069974468,-44.0
1,17,0,0,328,0.40342238347904036,-54.0
1,7,0,0,147,0.7720787165071449,-34.0
1,7,0,0,142,0.7860361492215194,-34.0
1,8,0,0,355,0.3780392771289948,-36.0
1,15,0,0,265,0.4701065515101847,-50.0
1,7,0,0,171,0.6771949824778247,-34.0
0,30,0,0,401,0.348419055638707,-60.0
1,10,0,0,237,0.5159089955621224,-40.0
1,13,0,0,203,0.5886247699126992,-46.0
1,11,0,0,249,0.4886565442627914,-42.0
1,5,0,0,136,0.822102628258608,-30.0
1,18,0,0,249,0.49702104446556783,-56.0
0,10,0,0,401,0.35109672088090843,-20.0
0,19,0,0,401,0.35321062448554114,-38.0
0,0,0,0,88,1.199837164642837,0.0
1,10,0,0,165,0.6849609992297018,-40.0
